score,method,condition,process,item,subject
34.0,LP,Q1,LP50,LP_23_jazz,D014
15.0,LP,Q1,LP50,LP_23_jazz,D015
34.0,LP,Q1,LP50,LP_23_jazz,D016
15.0,LP,Q1,LP50,LP_23_jazz,D017
16.0,LP,Q1,LP50,LP_23_jazz,D018
20.0,LP,Q1,LP50,LP_23_jazz,D019
32.0,LP,Q1,LP50,LP_AmateurOnPurpose,D005
32.0,LP,Q1,LP50,LP_AmateurOnPurpose,D013
40.0,LP,Q1,LP50,LP_AmateurOnPurpose,D014
16.0,LP,Q1,LP50,LP_AmateurOnPurpose,D015
30.0,LP,Q1,LP50,LP_AmateurOnPurpose,D016
22.0,LP,Q1,LP50,LP_AmateurOnPurpose,D017
14.0,LP,Q1,LP50,LP_AmateurOnPurpose,D018
10.0,LP,Q1,LP50,LP_AmateurOnPurpose,D019
38.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D005
20.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D013
54.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D014
29.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D015
40.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D016
15.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D017
17.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D018
30.0,LP,Q1,LP50,LP_CreatureFromTheBlackjackTable,D019
68.0,LP,Q2,LP90,LP_11_guitar,D005
61.0,LP,Q2,LP90,LP_11_guitar,D013
65.0,LP,Q2,LP90,LP_11_guitar,D014
45.0,LP,Q2,LP90,LP_11_guitar,D015
57.0,LP,Q2,LP90,LP_11_guitar,D016
26.0,LP,Q2,LP90,LP_11_guitar,D017
43.0,LP,Q2,LP90,LP_11_guitar,D018
40.0,LP,Q2,LP90,LP_11_guitar,D019
54.0,LP,Q2,LP90,LP_23_jazz,D005
52.0,LP,Q2,LP90,LP_23_jazz,D013
47.0,LP,Q2,LP90,LP_23_jazz,D014
46.0,LP,Q2,LP90,LP_23_jazz,D015
50.0,LP,Q2,LP90,LP_23_jazz,D016
23.0,LP,Q2,LP90,LP_23_jazz,D017
47.0,LP,Q2,LP90,LP_23_jazz,D018
40.0,LP,Q2,LP90,LP_23_jazz,D019
57.0,LP,Q2,LP90,LP_AmateurOnPurpose,D005
53.0,LP,Q2,LP90,LP_AmateurOnPurpose,D013
60.0,LP,Q2,LP90,LP_AmateurOnPurpose,D014
44.0,LP,Q2,LP90,LP_AmateurOnPurpose,D015
50.0,LP,Q2,LP90,LP_AmateurOnPurpose,D016
46.0,LP,Q2,LP90,LP_AmateurOnPurpose,D017
40.0,LP,Q2,LP90,LP_AmateurOnPurpose,D018
30.0,LP,Q2,LP90,LP_AmateurOnPurpose,D019
63.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D005
36.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D013
66.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D014
48.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D015
25.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D016
30.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D017
44.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D018
40.0,LP,Q2,LP90,LP_CreatureFromTheBlackjackTable,D019
75.0,LP,Q3,LP105,LP_11_guitar,D005
72.0,LP,Q3,LP105,LP_11_guitar,D013
76.0,LP,Q3,LP105,LP_11_guitar,D014
57.0,LP,Q3,LP105,LP_11_guitar,D015
64.0,LP,Q3,LP105,LP_11_guitar,D016
67.0,LP,Q3,LP105,LP_11_guitar,D017
55.0,LP,Q3,LP105,LP_11_guitar,D018
50.0,LP,Q3,LP105,LP_11_guitar,D019
70.0,LP,Q3,LP105,LP_23_jazz,D005
82.0,LP,Q3,LP105,LP_23_jazz,D013
65.0,LP,Q3,LP105,LP_23_jazz,D014
68.0,LP,Q3,LP105,LP_23_jazz,D015
70.0,LP,Q3,LP105,LP_23_jazz,D016
55.0,LP,Q3,LP105,LP_23_jazz,D017
58.0,LP,Q3,LP105,LP_23_jazz,D018
50.0,LP,Q3,LP105,LP_23_jazz,D019
69.0,LP,Q3,LP105,LP_AmateurOnPurpose,D005
68.0,LP,Q3,LP105,LP_AmateurOnPurpose,D013
54.0,LP,Q3,LP105,LP_AmateurOnPurpose,D014
69.0,LP,Q3,LP105,LP_AmateurOnPurpose,D015
60.0,LP,Q3,LP105,LP_AmateurOnPurpose,D016
45.0,LP,Q3,LP105,LP_AmateurOnPurpose,D017
53.0,LP,Q3,LP105,LP_AmateurOnPurpose,D018
46.0,LP,Q3,LP105,LP_AmateurOnPurpose,D019
52.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D005
40.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D013
77.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D014
74.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D015
80.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D016
31.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D017
56.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D018
50.0,LP,Q3,LP105,LP_CreatureFromTheBlackjackTable,D019
81.0,LP,Q4,LP120,LP_11_guitar,D005
81.0,LP,Q4,LP120,LP_11_guitar,D013
91.0,LP,Q4,LP120,LP_11_guitar,D014
100.0,LP,Q4,LP120,LP_11_guitar,D015
96.0,LP,Q4,LP120,LP_11_guitar,D016
94.0,LP,Q4,LP120,LP_11_guitar,D017
69.0,LP,Q4,LP120,LP_11_guitar,D018
70.0,LP,Q4,LP120,LP_11_guitar,D019
86.0,LP,Q4,LP120,LP_23_jazz,D005
99.0,LP,Q4,LP120,LP_23_jazz,D013
83.0,LP,Q4,LP120,LP_23_jazz,D014
100.0,LP,Q4,LP120,LP_23_jazz,D015
83.0,LP,Q4,LP120,LP_23_jazz,D016
98.0,LP,Q4,LP120,LP_23_jazz,D017
70.0,LP,Q4,LP120,LP_23_jazz,D018
55.0,LP,Q4,LP120,LP_23_jazz,D019
82.0,LP,Q4,LP120,LP_AmateurOnPurpose,D005
80.0,LP,Q4,LP120,LP_AmateurOnPurpose,D013
85.0,LP,Q4,LP120,LP_AmateurOnPurpose,D014
85.0,LP,Q4,LP120,LP_AmateurOnPurpose,D015
70.0,LP,Q4,LP120,LP_AmateurOnPurpose,D016
47.0,LP,Q4,LP120,LP_AmateurOnPurpose,D017
64.0,LP,Q4,LP120,LP_AmateurOnPurpose,D018
56.0,LP,Q4,LP120,LP_AmateurOnPurpose,D019
70.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D005
60.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D013
84.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D014
84.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D015
60.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D016
38.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D017
62.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D018
60.0,LP,Q4,LP120,LP_CreatureFromTheBlackjackTable,D019
100.0,LP,Q5,LP150,LP_11_guitar,D005
99.0,LP,Q5,LP150,LP_11_guitar,D013
96.0,LP,Q5,LP150,LP_11_guitar,D014
98.0,LP,Q5,LP150,LP_11_guitar,D015
100.0,LP,Q5,LP150,LP_11_guitar,D016
100.0,LP,Q5,LP150,LP_11_guitar,D017
100.0,LP,Q5,LP150,LP_11_guitar,D018
100.0,LP,Q5,LP150,LP_11_guitar,D019
97.0,LP,Q5,LP150,LP_23_jazz,D005
100.0,LP,Q5,LP150,LP_23_jazz,D013
100.0,LP,Q5,LP150,LP_23_jazz,D014
90.0,LP,Q5,LP150,LP_23_jazz,D015
100.0,LP,Q5,LP150,LP_23_jazz,D016
100.0,LP,Q5,LP150,LP_23_jazz,D017
96.0,LP,Q5,LP150,LP_23_jazz,D018
90.0,LP,Q5,LP150,LP_23_jazz,D019
95.0,LP,Q5,LP150,LP_AmateurOnPurpose,D005
99.0,LP,Q5,LP150,LP_AmateurOnPurpose,D013
95.0,LP,Q5,LP150,LP_AmateurOnPurpose,D014
100.0,LP,Q5,LP150,LP_AmateurOnPurpose,D015
100.0,LP,Q5,LP150,LP_AmateurOnPurpose,D016
99.0,LP,Q5,LP150,LP_AmateurOnPurpose,D017
96.0,LP,Q5,LP150,LP_AmateurOnPurpose,D018
80.0,LP,Q5,LP150,LP_AmateurOnPurpose,D019
90.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D005
98.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D013
91.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D014
100.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D015
90.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D016
99.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D017
94.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D018
100.0,LP,Q5,LP150,LP_CreatureFromTheBlackjackTable,D019
98.0,LP,Ref,reference,LP_11_guitar,D005
100.0,LP,Ref,reference,LP_11_guitar,D013
100.0,LP,Ref,reference,LP_11_guitar,D014
99.0,LP,Ref,reference,LP_11_guitar,D015
90.0,LP,Ref,reference,LP_11_guitar,D016
99.0,LP,Ref,reference,LP_11_guitar,D017
97.0,LP,Ref,reference,LP_11_guitar,D018
90.0,LP,Ref,reference,LP_11_guitar,D019
100.0,LP,Ref,reference,LP_23_jazz,D005
89.0,LP,Ref,reference,LP_23_jazz,D013
92.0,LP,Ref,reference,LP_23_jazz,D014
84.0,LP,Ref,reference,LP_23_jazz,D015
90.0,LP,Ref,reference,LP_23_jazz,D016
99.0,LP,Ref,reference,LP_23_jazz,D017
100.0,LP,Ref,reference,LP_23_jazz,D018
100.0,LP,Ref,reference,LP_23_jazz,D019
100.0,LP,Ref,reference,LP_AmateurOnPurpose,D005
100.0,LP,Ref,reference,LP_AmateurOnPurpose,D013
100.0,LP,Ref,reference,LP_AmateurOnPurpose,D014
93.0,LP,Ref,reference,LP_AmateurOnPurpose,D015
92.0,LP,Ref,reference,LP_AmateurOnPurpose,D016
100.0,LP,Ref,reference,LP_AmateurOnPurpose,D017
100.0,LP,Ref,reference,LP_AmateurOnPurpose,D018
100.0,LP,Ref,reference,LP_AmateurOnPurpose,D019
100.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D005
100.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D013
100.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D014
99.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D015
100.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D016
100.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D017
100.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D018
80.0,LP,Ref,reference,LP_CreatureFromTheBlackjackTable,D019
23.0,PE,LP3.5,LP35,PE_27_castanets,D005
23.0,PE,LP3.5,LP35,PE_27_castanets,D013
46.0,PE,LP3.5,LP35,PE_27_castanets,D014
6.0,PE,LP3.5,LP35,PE_27_castanets,D015
53.0,PE,LP3.5,LP35,PE_27_castanets,D016
49.0,PE,LP3.5,LP35,PE_27_castanets,D017
36.0,PE,LP3.5,LP35,PE_27_castanets,D018
40.0,PE,LP3.5,LP35,PE_27_castanets,D019
31.0,PE,LP3.5,LP35,PE_39_clapping,D005
31.0,PE,LP3.5,LP35,PE_39_clapping,D013
37.0,PE,LP3.5,LP35,PE_39_clapping,D014
10.0,PE,LP3.5,LP35,PE_39_clapping,D015
53.0,PE,LP3.5,LP35,PE_39_clapping,D016
31.0,PE,LP3.5,LP35,PE_39_clapping,D017
40.0,PE,LP3.5,LP35,PE_39_clapping,D018
39.0,PE,LP3.5,LP35,PE_39_clapping,D019
32.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D005
30.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D013
46.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D014
10.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D015
32.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D016
14.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D017
12.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D018
20.0,PE,LP3.5,LP35,PE_AmateurOnPurpose,D019
24.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D005
52.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D013
36.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D014
10.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D015
40.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D016
17.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D017
9.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D018
0.0,PE,LP3.5,LP35,PE_CreatureFromTheBlackjackTable,D019
34.0,PE,LP7,LP70,PE_27_castanets,D005
68.0,PE,LP7,LP70,PE_27_castanets,D013
72.0,PE,LP7,LP70,PE_27_castanets,D014
16.0,PE,LP7,LP70,PE_27_castanets,D015
53.0,PE,LP7,LP70,PE_27_castanets,D016
54.0,PE,LP7,LP70,PE_27_castanets,D017
59.0,PE,LP7,LP70,PE_27_castanets,D018
60.0,PE,LP7,LP70,PE_27_castanets,D019
37.0,PE,LP7,LP70,PE_39_clapping,D005
60.0,PE,LP7,LP70,PE_39_clapping,D013
56.0,PE,LP7,LP70,PE_39_clapping,D014
23.0,PE,LP7,LP70,PE_39_clapping,D015
70.0,PE,LP7,LP70,PE_39_clapping,D016
41.0,PE,LP7,LP70,PE_39_clapping,D017
59.0,PE,LP7,LP70,PE_39_clapping,D018
55.0,PE,LP7,LP70,PE_39_clapping,D019
44.0,PE,LP7,LP70,PE_AmateurOnPurpose,D005
51.0,PE,LP7,LP70,PE_AmateurOnPurpose,D013
58.0,PE,LP7,LP70,PE_AmateurOnPurpose,D014
23.0,PE,LP7,LP70,PE_AmateurOnPurpose,D015
42.0,PE,LP7,LP70,PE_AmateurOnPurpose,D016
20.0,PE,LP7,LP70,PE_AmateurOnPurpose,D017
21.0,PE,LP7,LP70,PE_AmateurOnPurpose,D018
40.0,PE,LP7,LP70,PE_AmateurOnPurpose,D019
36.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D005
68.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D013
49.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D014
17.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D015
54.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D016
18.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D017
46.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D018
10.0,PE,LP7,LP70,PE_CreatureFromTheBlackjackTable,D019
44.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D005
35.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D013
14.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D014
22.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D015
14.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D016
19.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D017
2.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D018
0.0,PE,Q1,PE_4096_MS_NMR10,PE_27_castanets,D019
42.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D005
16.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D013
5.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D014
30.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D015
30.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D016
21.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D017
1.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D018
0.0,PE,Q1,PE_4096_MS_NMR10,PE_39_clapping,D019
70.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D005
60.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D013
36.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D014
72.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D015
59.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D016
76.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D017
48.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D018
50.0,PE,Q1,PE_4096_MS_NMR10,PE_AmateurOnPurpose,D019
42.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D005
60.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D013
12.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D014
31.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D015
25.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D016
73.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D017
19.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D018
20.0,PE,Q1,PE_4096_MS_NMR10,PE_CreatureFromTheBlackjackTable,D019
53.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D005
30.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D013
31.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D014
28.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D015
44.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D016
30.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D017
13.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D018
10.0,PE,Q2,PE_2048_MS_NMR10,PE_27_castanets,D019
58.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D005
23.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D013
22.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D014
38.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D015
40.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D016
27.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D017
11.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D018
10.0,PE,Q2,PE_2048_MS_NMR10,PE_39_clapping,D019
81.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D005
82.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D013
68.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D014
100.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D015
79.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D016
79.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D017
39.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D018
70.0,PE,Q2,PE_2048_MS_NMR10,PE_AmateurOnPurpose,D019
50.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D005
68.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D013
64.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D014
66.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D015
67.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D016
78.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D017
42.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D018
30.0,PE,Q2,PE_2048_MS_NMR10,PE_CreatureFromTheBlackjackTable,D019
84.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D005
61.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D013
42.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D014
70.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D015
63.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D016
47.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D017
48.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D018
30.0,PE,Q3,PE_1024_MS_NMR10,PE_27_castanets,D019
67.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D005
64.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D013
43.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D014
72.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D015
48.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D016
40.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D017
34.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D018
29.0,PE,Q3,PE_1024_MS_NMR10,PE_39_clapping,D019
78.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D005
70.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D013
73.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D014
51.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D015
90.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D016
73.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D017
57.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D018
60.0,PE,Q3,PE_1024_MS_NMR10,PE_AmateurOnPurpose,D019
77.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D005
91.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D013
83.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D014
52.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D015
75.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D016
75.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D017
80.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D018
52.0,PE,Q3,PE_1024_MS_NMR10,PE_CreatureFromTheBlackjackTable,D019
68.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D005
51.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D013
24.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D014
44.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D015
36.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D016
73.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D017
27.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D018
20.0,PE,Q4,PE_2048_MS_NMR16,PE_27_castanets,D019
72.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D005
57.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D013
33.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D014
49.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D015
44.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D016
36.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D017
22.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D018
20.0,PE,Q4,PE_2048_MS_NMR16,PE_39_clapping,D019
86.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D005
99.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D013
95.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D014
99.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D015
100.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D016
98.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D017
80.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D018
90.0,PE,Q4,PE_2048_MS_NMR16,PE_AmateurOnPurpose,D019
89.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D005
78.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D013
73.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D014
87.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D015
84.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D016
99.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D017
93.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D018
60.0,PE,Q4,PE_2048_MS_NMR16,PE_CreatureFromTheBlackjackTable,D019
87.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D005
81.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D013
51.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D014
87.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D015
70.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D016
74.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D017
72.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D018
50.0,PE,Q5,PE_1024_MS_NMR16,PE_27_castanets,D019
89.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D005
89.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D013
55.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D014
84.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D015
60.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D016
41.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D017
46.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D018
34.0,PE,Q5,PE_1024_MS_NMR16,PE_39_clapping,D019
100.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D005
92.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D013
86.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D014
97.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D015
96.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D016
100.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D017
94.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D018
90.0,PE,Q5,PE_1024_MS_NMR16,PE_AmateurOnPurpose,D019
95.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D005
95.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D013
66.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D014
100.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D015
